ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,27,Maharashtra,2725,PUNE,272506,INDAPUR,Rural,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,252,292,270,300,296,277,0,0,0,0,0,0,269,289,281,344,275,284,0,0
2019-20,27,Maharashtra,2725,PUNE,272507,JUNNAR,Rural,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,447,473,476,527,523,570,0,0,0,0,0,0,308,382,403,484,470,492,0,0
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Rural,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,294,331,380,531,580,515,0,0,0,0,0,0,251,278,321,549,537,470,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Rural,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,81,94,94,118,138,134,0,0,0,1,0,0,76,87,82,141,116,114,0,0
2019-20,27,Maharashtra,2725,PUNE,272510,MULSHI,Rural,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,161,192,209,229,300,249,0,0,0,0,0,0,151,182,170,226,269,243,0,0
2019-20,27,Maharashtra,2725,PUNE,272511,PURANDAR,Rural,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,356,339,388,394,470,372,0,0,0,0,0,0,286,311,363,380,403,322,0,0
2019-20,27,Maharashtra,2725,PUNE,272512,SHIRUR,Rural,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,252,289,284,353,366,371,0,0,0,0,0,0,222,247,241,272,287,284,0,0
2019-20,27,Maharashtra,2725,PUNE,272513,VELHE,Rural,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,14,11,13,18,26,36,0,0,0,0,0,0,4,8,4,24,24,21,0,0
2019-20,27,Maharashtra,2725,PUNE,272502,BARAMATI,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,9,16,19,13,27,14,0,0,0,0,0,0,4,3,2,2,4,2,0,0
2019-20,27,Maharashtra,2725,PUNE,272504,DAUND,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,21,24,25,36,29,20,0,0,0,0,0,0,28,36,37,35,38,45,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,574,547,576,625,624,482,0,0,0,0,0,0,588,611,611,654,719,633,0,0
2019-20,27,Maharashtra,2725,PUNE,272506,INDAPUR,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,18,18,27,20,13,12,0,0,0,0,0,0,17,15,14,12,19,11,0,0
2019-20,27,Maharashtra,2725,PUNE,272507,JUNNAR,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,12,24,28,51,90,49,0,0,0,0,0,0,6,24,19,42,51,47,0,0
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,70,119,161,280,344,204,0,0,0,0,0,0,6,12,20,32,37,20,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,118,132,127,180,188,156,0,0,0,0,0,0,246,262,267,327,293,276,0,0
2019-20,27,Maharashtra,2725,PUNE,272511,PURANDAR,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,15,19,12,0,0
2019-20,27,Maharashtra,2725,PUNE,272514,Aundh,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,249,308,328,325,398,361,0,0,0,0,0,0,359,377,411,538,601,567,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,146,173,155,158,155,142,0,0,0,0,0,0,198,200,229,218,230,207,0,0
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,4,2,0,2,0,0,131,191,197,290,305,260,0,0,1,1,2,0,134,163,169,206,257,257,0,0
2019-20,27,Maharashtra,2725,PUNE,272517,Hadpasar,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,46,69,67,138,159,138,0,0,0,0,0,0,29,44,46,95,140,108,0,0
2019-20,27,Maharashtra,2725,PUNE,272518,Pune City,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,0,0,376,389,386,395,423,306,0,0,0,0,0,0,302,336,340,390,390,363,0,0
2019-20,27,Maharashtra,2725,PUNE,272519,PIMPRI,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,0,0,0,0,1,2,144,158,206,219,224,215,0,0,0,0,0,1,121,148,163,184,234,253,0,0
2019-20,27,Maharashtra,2725,PUNE,272520,AKURDI,Urban,6,cat6,SS (I-X),4,Government Aided,1,General,8,7,1,1,0,0,204,207,229,257,216,242,0,0,1,2,0,3,183,177,192,180,218,171,0,0
2019-20,27,Maharashtra,2725,PUNE,272504,DAUND,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,23,25,120,123,112,93,76,68,78,53,0,0,0,0,67,63,87,58,51,38,37,23,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,441,336,739,692,741,606,612,505,521,205,0,0,0,0,597,582,514,443,399,392,266,115,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272501,AMBEGAON,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,80,90,113,94,98,95,86,80,113,92,75,75,0,0,87,83,74,72,68,58,74,52,62,43,0,0
2019-20,27,Maharashtra,2725,PUNE,272502,BARAMATI,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,446,335,285,263,252,278,230,230,221,249,184,157,0,0,212,193,183,186,163,155,139,142,106,99,0,0
2019-20,27,Maharashtra,2725,PUNE,272503,BHOR,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,75,62,40,38,34,34,25,25,24,28,27,42,0,0,20,30,31,23,15,15,17,15,31,17,0,0
2019-20,27,Maharashtra,2725,PUNE,272504,DAUND,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,47,32,136,140,144,149,133,126,112,106,100,86,0,0,97,77,81,95,72,119,75,68,67,55,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,2255,1990,2438,2440,2509,2207,2175,1862,1731,1639,1199,905,0,0,2028,1987,1965,1699,1547,1406,1171,1143,959,723,0,0
2019-20,27,Maharashtra,2725,PUNE,272506,INDAPUR,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,58,50,161,178,179,154,148,125,133,122,100,68,0,0,124,106,109,113,107,87,60,60,57,52,0,0
2019-20,27,Maharashtra,2725,PUNE,272507,JUNNAR,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,107,69,116,97,119,95,163,170,187,188,168,164,0,0,93,70,83,94,117,152,158,132,110,85,0,0
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,405,276,607,596,552,506,425,378,367,307,237,237,0,0,457,458,365,289,286,221,215,184,139,119,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,224,167,214,199,212,193,183,190,146,146,127,94,0,0,195,160,153,154,113,131,94,77,44,45,0,0
2019-20,27,Maharashtra,2725,PUNE,272510,MULSHI,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,894,896,833,835,720,702,654,593,481,464,409,267,0,0,745,660,639,646,503,446,399,384,320,206,0,0
2019-20,27,Maharashtra,2725,PUNE,272511,PURANDAR,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,87,73,112,96,102,71,59,72,57,44,32,24,0,0,104,81,67,60,38,53,35,34,25,10,0,0
2019-20,27,Maharashtra,2725,PUNE,272512,SHIRUR,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,278,205,288,318,307,311,304,288,239,207,190,135,0,0,240,237,244,254,203,174,151,129,142,94,0,0
2019-20,27,Maharashtra,2725,PUNE,272502,BARAMATI,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,95,81,48,55,35,64,58,69,61,80,58,51,0,0,29,41,35,39,54,35,49,54,41,49,0,0
2019-20,27,Maharashtra,2725,PUNE,272503,BHOR,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,14,13,13,16,10,13,21,11,11,7,5,0,0,0,13,9,9,7,6,3,5,5,5,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272504,DAUND,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,0,0,9,9,8,11,4,8,6,3,3,3,0,0,6,5,10,4,8,2,2,6,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,589,488,517,416,376,445,423,407,385,417,420,250,0,0,400,325,318,321,319,318,288,261,258,193,0,0
2019-20,27,Maharashtra,2725,PUNE,272506,INDAPUR,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,108,98,46,42,31,29,41,25,30,18,23,18,0,0,34,34,27,29,23,8,24,15,18,17,0,0
2019-20,27,Maharashtra,2725,PUNE,272507,JUNNAR,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,42,48,20,30,22,21,29,33,37,30,48,32,0,0,13,23,22,18,20,20,23,22,22,23,0,0
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,25,14,27,20,19,22,23,16,16,13,0,0,0,0,34,14,7,7,6,12,9,9,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,594,400,454,451,440,431,370,421,345,352,316,217,0,0,326,333,282,257,245,234,199,173,146,133,0,0
2019-20,27,Maharashtra,2725,PUNE,272511,PURANDAR,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,22,13,11,10,12,10,11,15,10,6,3,4,0,0,4,10,4,10,12,12,6,5,3,1,0,0
2019-20,27,Maharashtra,2725,PUNE,272512,SHIRUR,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,67,76,26,39,33,31,31,47,28,40,34,29,0,0,22,27,31,17,22,11,25,27,24,17,0,0
2019-20,27,Maharashtra,2725,PUNE,272514,Aundh,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,810,766,435,534,530,500,774,676,662,576,564,523,0,0,421,442,414,437,672,570,488,516,459,443,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,22,17,208,193,239,215,575,530,502,522,502,383,0,0,188,164,191,214,310,315,286,266,259,237,0,0
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,708,591,480,403,393,351,720,719,650,660,598,498,0,0,355,340,310,279,563,578,533,487,431,436,0,0
2019-20,27,Maharashtra,2725,PUNE,272517,Hadpasar,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,858,759,796,729,710,661,589,528,483,446,351,238,0,0,654,612,541,534,476,455,379,309,269,182,0,0
2019-20,27,Maharashtra,2725,PUNE,272518,Pune City,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,194,160,217,184,170,193,332,323,309,335,308,254,0,0,372,363,323,333,527,546,478,550,468,436,0,0
2019-20,27,Maharashtra,2725,PUNE,272519,PIMPRI,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,503,413,626,652,646,605,913,976,897,815,810,659,0,0,482,486,512,498,732,716,652,628,584,479,0,0
2019-20,27,Maharashtra,2725,PUNE,272520,AKURDI,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,1412,1047,1136,1095,1120,1093,1346,1252,1074,983,880,556,0,0,951,892,859,947,1000,944,765,748,617,467,0,0
2019-20,27,Maharashtra,2725,PUNE,272506,INDAPUR,Rural,6,cat6,SS (I-X),8,Unrecognized,1,General,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,6,cat6,SS (I-X),90,Social welfare Department,1,General,0,0,2,2,0,1,4,1,1,2,1,2,0,0,2,1,3,4,4,0,0,2,2,1,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Rural,6,cat6,SS (I-X),92,Kendriya Vidyalaya / Central School,1,General,0,0,10,17,13,27,10,21,12,13,15,14,0,0,17,9,15,11,13,12,10,8,11,5,0,0
2019-20,27,Maharashtra,2725,PUNE,272506,INDAPUR,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,69,41,67,71,55,58,39,56,43,10,0,0,0,0,50,44,29,33,31,24,21,8,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272507,JUNNAR,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,23,23,18,14,14,11,4,6,5,0,0,0,0,0,11,22,14,8,10,7,1,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,109,99,195,177,152,120,123,107,102,96,0,0,0,0,149,148,105,120,95,86,67,51,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,8,6,37,33,25,23,27,11,9,5,0,0,0,0,32,18,22,9,17,11,4,5,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272510,MULSHI,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,31,15,39,44,30,30,24,20,11,12,0,0,0,0,30,31,15,22,12,14,8,8,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272511,PURANDAR,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,50,20,24,19,23,30,15,18,5,2,0,0,0,0,16,19,20,8,15,11,3,4,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272512,SHIRUR,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,23,21,175,139,129,81,70,40,47,18,0,0,0,0,125,93,80,65,31,40,29,25,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272513,VELHE,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272514,Aundh,Urban,8,cat8,SS (IX-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,13,14,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,8,cat8,SS (IX-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,0,61,28,0,0,0,0,0,0,0,0,0,0,37,19,0,0
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,8,cat8,SS (IX-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,0,47,20,0,0,0,0,0,0,0,0,0,0,52,14,0,0
2019-20,27,Maharashtra,2725,PUNE,272517,Hadpasar,Urban,8,cat8,SS (IX-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,0,58,45,0,0,0,0,0,0,0,0,0,0,64,34,0,0
2019-20,27,Maharashtra,2725,PUNE,272502,BARAMATI,Rural,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,12,5,0,0
2019-20,27,Maharashtra,2725,PUNE,272504,DAUND,Rural,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,16,12,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Rural,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,355,315,0,0,0,0,0,0,0,0,0,0,204,184,0,0
2019-20,27,Maharashtra,2725,PUNE,272506,INDAPUR,Rural,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,4,11,0,0
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Rural,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0
2019-20,27,Maharashtra,2725,PUNE,272510,MULSHI,Rural,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,29,24,0,0,0,0,0,0,0,0,0,0,15,9,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Urban,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Urban,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,31,11,0,0,0,0,0,0,0,0,0,0,26,15,0,0
2019-20,27,Maharashtra,2725,PUNE,272512,SHIRUR,Urban,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,0,0,0,16,13,0,0
2019-20,27,Maharashtra,2725,PUNE,272514,Aundh,Urban,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,184,173,0,0,0,0,0,0,0,0,0,0,167,164,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,92,77,0,0,0,0,0,0,0,0,0,0,62,51,0,0
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,67,55,0,0,0,0,0,0,0,0,0,0,46,31,0,0
2019-20,27,Maharashtra,2725,PUNE,272517,Hadpasar,Urban,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,211,171,0,0,0,0,0,0,0,0,0,0,158,163,0,0
2019-20,27,Maharashtra,2725,PUNE,272518,Pune City,Urban,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,3,8,0,0
2019-20,27,Maharashtra,2725,PUNE,272519,PIMPRI,Urban,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,50,35,0,0,0,0,0,0,0,0,0,0,57,28,0,0
2019-20,27,Maharashtra,2725,PUNE,272520,AKURDI,Urban,8,cat8,SS (IX-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,0,0,162,161,0,0,0,0,0,0,0,0,0,0,148,98,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,8,cat8,SS (IX-X),8,Unrecognized,1,General,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,0,8,10,0,0
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,8,cat8,SS (IX-X),8,Unrecognized,1,General,0,0,0,0,0,0,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,15,17,0,0
2019-20,27,Maharashtra,2725,PUNE,272519,PIMPRI,Urban,8,cat8,SS (IX-X),8,Unrecognized,1,General,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,14,8,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Urban,7,cat7,SS (VI-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,2,4,2,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Urban,7,cat7,SS (VI-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,22,43,23,0,0,0,0,0,0,0,0,0,28,33,22,0,0
2019-20,27,Maharashtra,2725,PUNE,272514,Aundh,Urban,7,cat7,SS (VI-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,16,54,39,0,0,0,0,0,0,0,0,0,18,54,29,0,0
2019-20,27,Maharashtra,2725,PUNE,272515,Yerawada,Urban,7,cat7,SS (VI-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,45,73,48,0,0,0,0,0,0,0,0,0,62,127,95,0,0
2019-20,27,Maharashtra,2725,PUNE,272516,Bibwewadi,Urban,7,cat7,SS (VI-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,81,272,82,0,0,0,0,0,0,0,0,0,65,246,91,0,0
2019-20,27,Maharashtra,2725,PUNE,272517,Hadpasar,Urban,7,cat7,SS (VI-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,51,77,43,0,0,0,0,0,0,0,0,0,26,44,42,0,0
2019-20,27,Maharashtra,2725,PUNE,272518,Pune City,Urban,7,cat7,SS (VI-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,79,86,85,0,0,0,0,0,0,0,0,0,90,126,105,0,0
2019-20,27,Maharashtra,2725,PUNE,272519,PIMPRI,Urban,7,cat7,SS (VI-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,101,112,85,0,0,0,0,0,0,0,0,0,93,90,72,0,0
2019-20,27,Maharashtra,2725,PUNE,272520,AKURDI,Urban,7,cat7,SS (VI-X),3,Local body,1,General,0,0,0,0,0,0,0,0,0,136,149,97,0,0,0,0,0,0,0,0,0,192,203,178,0,0
2019-20,27,Maharashtra,2725,PUNE,272501,AMBEGAON,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,68,80,66,0,0,0,0,0,0,0,0,0,70,65,53,0,0
2019-20,27,Maharashtra,2725,PUNE,272502,BARAMATI,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,12,9,13,0,0,0,0,0,0,0,0,0,5,8,8,0,0
2019-20,27,Maharashtra,2725,PUNE,272503,BHOR,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,187,162,161,0,0,0,0,0,0,0,0,0,152,171,180,0,0
2019-20,27,Maharashtra,2725,PUNE,272504,DAUND,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,90,104,87,0,0,0,0,0,0,0,0,0,85,82,102,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,187,178,161,0,0,0,0,0,0,0,0,0,132,163,165,0,0
2019-20,27,Maharashtra,2725,PUNE,272506,INDAPUR,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,18,23,20,0,0,0,0,0,0,0,0,0,24,22,14,0,0
2019-20,27,Maharashtra,2725,PUNE,272507,JUNNAR,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,102,124,118,0,0,0,0,0,0,0,0,0,102,109,111,0,0
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,236,242,219,0,0,0,0,0,0,0,0,0,199,188,189,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,228,238,203,0,0,0,0,0,0,0,0,0,225,229,219,0,0
2019-20,27,Maharashtra,2725,PUNE,272510,MULSHI,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,66,98,71,0,0,0,0,0,0,0,0,0,69,53,66,0,0
2019-20,27,Maharashtra,2725,PUNE,272511,PURANDAR,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,22,27,27,0,0,0,0,0,0,0,0,0,31,31,37,0,0
2019-20,27,Maharashtra,2725,PUNE,272512,SHIRUR,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,150,156,151,0,0,0,0,0,0,0,0,0,118,98,108,0,0
2019-20,27,Maharashtra,2725,PUNE,272513,VELHE,Rural,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,56,52,60,0,0,0,0,0,0,0,0,0,68,73,64,0,0
2019-20,27,Maharashtra,2725,PUNE,272502,BARAMATI,Urban,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,6,12,5,0,0,0,0,0,0,0,0,0,15,12,27,0,0
2019-20,27,Maharashtra,2725,PUNE,272503,BHOR,Urban,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,39,35,42,0,0,0,0,0,0,0,0,0,36,38,37,0,0
2019-20,27,Maharashtra,2725,PUNE,272505,HAVELI,Urban,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,24,36,21,0,0,0,0,0,0,0,0,0,19,19,27,0,0
2019-20,27,Maharashtra,2725,PUNE,272507,JUNNAR,Urban,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
2019-20,27,Maharashtra,2725,PUNE,272508,KHED,Urban,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,64,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,27,Maharashtra,2725,PUNE,272509,MAVAL,Urban,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,43,33,25,0,0,0,0,0,0,0,0,0,26,42,36,0,0
2019-20,27,Maharashtra,2725,PUNE,272510,MULSHI,Urban,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,12,14,4,0,0,0,0,0,0,0,0,0,6,7,15,0,0
2019-20,27,Maharashtra,2725,PUNE,272512,SHIRUR,Urban,7,cat7,SS (VI-X),4,Government Aided,1,General,0,0,0,0,0,0,0,0,0,4,18,11,0,0,0,0,0,0,0,0,0,13,19,25,0,0
